cID,compID,Year,Brand,Model,Lap Time I,RC I,Tire II,Lap Time II,RC II,Tire III,Lap Time III,RC III,Country,MSRP (2022 USD),WHP,WTQ,Weight,P/W (hp/t),Layout,Trans,Rating,DR,_HD,Author,Source,Comments / Other Times,,,,,,,,,,
137,0,2020,Audi,A1 35 TFSI,1:12.215,0,,,,,,,Germany,"$32,665.86",129,218,1227,105.1344743,FF,AT,,5,R,Audi,irl,,,,,,,,,,,
138,10,2015,Audi,S1,1:08.90,0,,,,,,,Germany,"$41,236.04",205,346,1350,151.8518519,F4,MT,,3,L,Audi,irl,,,,,,,,,,,
139,10,2015,Audi,S1,1:09.200,0,,,,,,,Germany,"$41,236.04",198,323,1340,147.761194,F4,MT,4,3,L,Kunos,AC,drives like an eager puppy,,,,,,,,,,
140,11,2003,Audi,TT 3.2 Quattro,1:11.81,0,,,,,,,Germany,"$65,382.97",209,289,1520,137.5,F4,AT,,2,L,Audi,irl,,,,,,,,,,,
141,11,2003,Audi,TT 3.2 Quattro DSG,1:11.457,0,SM,1:10.541,0,,,,Germany,"$65,382.97",209,289,1520,137.5,F4,AT,3,2,L,AC Cars Reworked,link,,,,,,,,,,,
142,11,2003,Audi,TT 3.2 Quattro DSG,,,,,,,,,Germany,"$65,382.97",209,289,1520,137.5,F4,AT,,2,L,Binary Motors,Patreon,,,,,,,,,,,
143,0,2008,Audi,TT-S,1:14.718,-1,,,,,,,Germany,"$63,111.86",244,318,1445,168.8581315,F4,AT,,2,L,Audi,irl,,,,,,,,,,,
144,12,2009,Audi,TT RS,1:06.27,0,,,,,,,Germany,"$91,976.64",335,380,1477,226.8111036,F4,AT,,2,L,Audi,irl,,,,,,,,,,,
145,12,2009,Audi,TT RS,1:08.160,0,,,,,,,Germany,"$91,976.64",335,398,1550,216.1290323,F4,AT,3,2,L,Wack,link,"old mod, wants to swap ends under braking",,,,,,,,,,
146,0,2017,Audi,TT RS,,,,,,,,,Germany,"$74,295.00",371,504,1620,229.0123457,F4,AT,,2,L,TGN,link,power/torque too high,,,,,,,,,,
147,0,2019,Audi,TT S,,,,,,,,,Germany,"$61,995.00",270,348,1385,194.9458484,F4,AT,,2,L,101Creative (AO Mods),Patreon,,,,,,,,,,,
148,0,1988,Audi,V8 D11,1:05.966,3,,,,,,,Germany,"$159,986.68 ",279,400,1655,168.5800604,F4,MT,1,4,L,AC Workshop,link,1 star bc it is comically fast  just way too inaccurate for me to give benefit of doubt but its decent to drive if u like excessively grippy barges,,,,,,,,,,
149,0,2013,Audi,RS Q3 (8U),1:08.891,0,,,,,,,Germany,"$91,105.11 ",301,348,1700,177.0588235,F4,AT,,5,L,Audi,irl,,,,,,,,,,,
150,0,2018,Audi,Q3 35 TDI (F3),1:16.509,0,,,,,,,Germany,"$40,302.90 ",126,306,1687,74.68879668,F4,AT,,5,R,Audi,irl,,,,,,,,,,,
151,0,2012,Audi,Q7 V12 TDI,,,,,,,,,Germany,"$193,597.07",394,800,2635,149.5256167,F4,AT,,5,L,Wack,link,,,,,,,,,,,
152,0,1958,Austin-Healey,Sprite,,,,,,,,,Britain,"$18,434.96",38,55,664,57.22891566,FR,MT,,2,L,Cameron Montlake-Mees,link,,,,,,,,,,,
153,0,1959,Austin-Healey,100/6 BN6,1:22.009,0,,,,,,,Britain,"$34,805.62",99,172,1075,92.09302326,FR,MT,1.5,2,R,GeroDa74,link,1.5 star bc it drives pretty well but windscreen is translucent thus undrivable in cockpit cam,,,,,,,,,,
154,0,1964,Austin,Mini Cooper S 1275,,,,,,,,,Britain,"$18,191.46",71,101,640,110.9375,FF,MT,,3,R,Pessio Garage,RD,,,,,,,,,,,
155,0,2011,BAC,MONO,0:57.171,0,,,,,,,Britain,"$217,718.23",260,269,580,448.2758621,MR,SEQ,5,0,M,BZ Simworks,FB,"incredibly precise and good ffb, theres probably 0.5-1s left in the car i just know it",,,,,,,,,,
156,0,2010,Bentley,Continental GT,,,,,,,,,Britain,"$248,819.12",442,520,2320,190.5172414,F4,AT,,2,R,?,link,,,,,,,,,,,
157,0,2017,Bentley,Continental GT Supersports,1:03.200,0,,,,,,,Britain,"$346,510.31",618,885,2280,271.0526316,F4,AT,3.5,2,L,Opperslang,kiunk,,,,,,,,,,,
158,0,2018,Bentley,Continental GT ,,,,,,,,,Britain,"$291,225.00",544,634,2200,247.2727273,F4,AT,,2,L,Zipper,link,w12,,,,,,,,,,
159,0,2022,Bentley,Continental GT Convertible,,,,,,,,,Britain,"$320,025.00",567,718,2175,260.6896552,F4,AT,,2,L,AN WORKSHOP,link,w12,,,,,,,,,,
1498,0,2020,Bentley,Flying Spur,,,,,,,,,Britain,"$261,425.00",553,783,2362,234.123624,F4,AT,,4,L,Binary Motors,Patreon,w12,,,,,,,,,,
160,0,2018,Bentley,Bentayga,,,,,,,,,Britain,"$273,882.56",553,783,2245,246.325167,F4,AT,,5,L,Fazani,link,,,,,,,,,,,
161,0,2021,Bentley,Mulliner Bacalar,,,,,,,,,Britain,"$1,900,000.00",618,885,2339,264.2154767,F4,AT,,2,L,JustKapi,Patreon,,,,,,,,,,,
162,0,1965,Bizzarrini,GT 5300,1:10.159,0,,,,,,,Italy,"$101,845.88",310,436,1250,248,FR,MT,3.5,2,L,Velo,link,,,,,,,,,,,
163,0,2014,BMW,i3,1:15.638,0,SM,1:15.089,0,,,,Germany,"$52,193.58",132,275,1195,110.460251,FR,AT,4,5,L,DanielDi,Patreon,ultimate driving machine,,,,,,,,,,
164,0,2004,BMW,120i (E87),1:16.670,0,,,,,,,Germany,"$53,933.15",127,172,1235,102.8340081,FR,MT,,5,R,BMW,irl,,,,,,,,,,,
165,0,2005,BMW,130i (E87),1:09.184,0,,,,,,,Germany,"$74,768.37",201,249,1450,138.6206897,FR,MT,,5,R,BMW,irl,,,,,,,,,,,
166,0,2010,BMW,123D (E82),,,,,,,,,Germany,"$54,037.85",199,408,1318,150.9863429,FR,AT,,2,L,Redlex,link,power and torque too high,,,,,,,,,,
167,13,2007,BMW,135i (E82),1:07.86,0,,,,,,,Germany,"$49,180.11",275,437,1522,180.6833114,FR,AT,,2,L,BMW,irl,,,,,,,,,,,
168,13,2007,BMW,135i (E82),1:09.417,0,SM,1:07.717,0,,,,Germany,"$49,180.11",263,348,1485,177.1043771,FR,MT,4,2,L,101Creative,Patreon,,,,,,,,,,,
169,13,2009,BMW,135i (E82),,,,,,,,,Germany,"$49,180.11",306,318,1560,196.1538462,FR,AT,,2,L,Gustavkti,link,low torque figure compared to optimistic power,,,,,,,,,,
170,13,2009,BMW,135i (E82),,,,,,,,,Germany,"$49,180.11",328,443,1560,210.2564103,FR,MT,,2,L,?,link,very optimistic n54 power figures,,,,,,,,,,
171,14,2014,BMW,M235i (F22),1:09.10,0,,,,,,,Germany,"$55,321.76",307,436,1532,200.3916449,FR,MT,,2,R,BMW,irl,,,,,,,,,,,
172,14,2014,BMW,M235i (F22),1:04.490,3,,,,,,,Germany,"$55,321.76",355,535,1430,248.2517483,FR,MT,1,2,L,TGN,Patreon,"power way too high looks like a stage 1 tuen on paper, feels like m2 comp in hand",,,,,,,,,,
1499,0,2019,BMW,M240i (F22),,,,,,,,,Germany,"$54,258.10",313,473,1495,209.3645485,FR,MT,,2,L,Ceky Performance,Patreon,,,,,,,,,,,
173,0,2015,BMW,118i (F21),,,,,,,,,Germany,"$45,296.92",156,216,1265,123.3201581,FR,MT,,3,L,Desafio?,link,way too light,,,,,,,,,,
174,0,2015,BMW,M135i (F21),,,,,,,,,Germany,"$60,860.06",295,374,1425,207.0175439,FR,MT,,3,L,Desafio?,link,~100-150 kg too light,,,,,,,,,,
175,0,2015,BMW,218i Active Tourer (F45),1:15.799,0,,,,,,,Germany,"$35,144.96",117,191,1424,82.16292135,FF,AT,,5,R,BMW,irl,,,,,,,,,,,
176,0,1987,BMW,325i (E30),1:11.722,3,,,,,,,Germany,"$69,734.20",156,216,1180,132.2033898,FR,MT,3.5,2,L,Cameron Montlake-Mees,RD,will retime with street90s tires rather than regular streets,,,,,,,,,,
177,0,1987,BMW,325i Touring (E30),1:16.781,0,,,,,,,Germany,"$69,734.20",143,200,1300,110,FR,MT,4,5,L,Viper & abbo90,RD,"the e30 tourings are not 5 seconds slower just because of weight and power but also ""street90s"" tires",,,,,,,,,,
178,0,1987,BMW,325iX Touring (E30),1:16.435,0,,,,,,,Germany,"$69,734.20",143,200,1370,104.379562,F4,MT,4,5,L,Viper & abbo90,RD,,,,,,,,,,,
179,0,1991,BMW,318is Coupe (E36),1:14.340,0,,,,,,,Germany,"$65,000.40",116,147,1290,89.92248062,FR,MT,,2,R,BMW,irl,,,,,,,,,,,
180,0,1995,BMW,328i Cabrio (E36),,,,,,,,,Germany,"$76,541.33",237,259,1305,181.6091954,FR, ,,2,L,MNBA,link,"power too high, weight too low ",,,,,,,,,,
181,0,2000,BMW,323ti Compact (E36),,,,,,,,,Germany,"$55,807.39",162,195,1255,129.0836653,FR,MT,,3,L,PedroBLR,link,little light,,,,,,,,,,
182,0,2000,BMW,323ti Compact (E36),1:13.061,0,,,,,,,Germany,"$55,807.39",152,214,1515,100.330033,FR,MT,4,3,L,101Creative (AO Mods),Patreon,,,,,,,,,,,
183,0,2002,BMW,325i (E46),1:13.658,0,,,,,,,Germany (USDM),"$45,243.97",185,246,1463,126.4524949,FR,MT,2,4,L,Stereo,RD,"drives well enough, model is blurry and interior is bad but like funny bad (see it for yourself)",,,,,,,,,,
184,0,2007,BMW,330i (E90),,,,,,,,,Germany,"$57,418.21",264,320,1630,161.9631902,FR,AT,,4,L,PTT Mods,,,,,,,,,,,,
185,15,2006,BMW,335i (E90),1:10.57,0,,,,,,,Germany,"$56,453.90",263,386,1626,161.7466175,FR,AT,,4,R,BMW,irl,,,,,,,,,,,
186,15,2008,BMW,335i (E92),1:07.003,1,MPS,1:06.512,2,,,,Germany,"$59,113.38",266,352,1600,166.25,FR,MT,3.5,2,L,MNBA,Patreon, not too far off irl e92 driving wise but both tires are much better than oem,,,,,,,,,,
187,0,2012,BMW,328i (F30),1:14.214,0,,,,,,,Germany,"$48,128.72",222,332,1530,145.0980392,FR,AT,,4,R,BMW,irl,,,,,,,,,,,
188,0,2013,BMW,435i (F32),,,,,,,,,Germany,"$59,786.64",302,409,1707,176.9185706,FR,AT,,2,L,PTT Mods,Patreon,,,,,,,,,,,
189,0,2014,BMW,340i (F30),1:05.856,3,,,,,,,Germany,"$58,599.72",307,462,1430,214.6853147,FR,AT,4,4,L,TGN,Patreon,"despite the real F30 feeling inert, this mod is a p good drivers car but is too fast both power and grip wise",,,,,,,,,,
190,0,2020,BMW,330i (G20),,,,,,,,,Germany,"$42,300.00",224,462,1470,152.3809524,FR,AT,,4,L,Fazani,,,,,,,,,,,,
191,0,2021,BMW,M440i xDrive (G22),1:06.95,0,,,,,,,Germany,"$60,170.00",384,570,1789,214.6450531,F4,AT,,2,R,BMW,irl,,,,,,,,,,,
192,0,1994,BMW,540i (E34),,,,,,,,,Germany,"$93,385.46",272,360,1605,169.470405,FR,AT,,4,L,Fazani,link,,,,,,,,,,,
193,0,2007,BMW,530i (E60),1:12.680,0,,,,,,,Germany,"$66,958.25",201,249,1545,130.0970874,FR,AT,,4,L,BMW,irl,,,,,,,,,,,
194,0,2015,BMW,535i (F11),,,,,,,,,Germany,"$66,601.98",303,408,1605,188.7850467,FR,AT,,5,L,PTT Mods,patreon,,,,,,,,,,,
195,0,2020,BMW,M550d xDrive (G30),,,,,,,,,Germany,"$99,790.12",393,814,1935,203.1007752,F4,AT,,4,L,SELEXYS,patreon,too much power/tq,,,,,,,,,,
196,0,1987,BMW,750i (E32),,,,,,,,,Germany,"$110,119.23",397,480,2125,186.8235294,FR,MT,,4,L,ATAMER & Kürşat ERDOĞAN,link,,,,,,,,,,,
197,0,2023,BMW,760i xDrive (G70),,,,,,,,,Germany,"$116,400.00",487,666,2254,216.0603372,F4,AT,,4,L,Binary Motors,Patreon,,,,,,,,,,,
198,0,1973,BMW,2002 Turbo,,,,,,,,,Germany,"$44,521.20",145,209,1080,134.2592593,FR,MT,,2,L,MNBA,patreon,,,,,,,,,,,
199,0,1973,BMW,2002 Turbo,1:15.080,0,,,,,,,Germany,"$44,521.20",142,201,990,143.4343434,FR,MT,3.5,2,L,AC Cars Reworked,link,,,,,,,,,,,
200,0,1978,BMW,M1 (E26),1:11.889,0,,,,,,,Germany,"$318,658.90",242,289,1350,179.2592593,MR,MT,5,2,L,Jandrovi,Youtube,"very rewarding and has accurate grip for the time (1978), time could be faster but thats bc im bad at no abs",,,,,,,,,,
201,0,1979,BMW,M1 (E26),,,,,,,,,Germany,"$318,658.90",233,280,1300,179.2307692,MR,MT,,2,L,Binary Motors,Discord,,,,,,,,,,,
202,0,2014,BMW,i8 Coupe,,,,,,,,,Germany,"$175,229.10",227,390,1485,152.8619529,M4,MT,,2,L,Blaze,Patreon,,,,,,,,,,,
203,0,2015,BMW,i8 Coupe,,,,,,,,,Germany,"$175,229.10",334,521,1485,224.9158249,M4,AT,,2,L,RTM (u. ET),link,,,,,,,,,,,
204,0,2011,BMW,1M (E82),1:05.937,0,,,,,,,Germany,"$62,029.90",310,467,1495,207.3578595,FR,MT,4,2,L,Kunos,AC,,,,,,,,,,,
205,0,2015,BMW,M2 (F87),1:04.219,0,MPS4,1:02.905,2,,,,Germany,"$65,988.08",365,466,1495,244.1471572,FR,B,4,2,L,MNBA,Patreon,seems a little fast in both accel and grip but enjoyable and this is true of all the mnba m2's,,,,,,,,,,
206,0,2018,BMW,M2 Competition (F87),1:03.839,0,MPS4,1:02.493,2,,,,Germany,"$74,045.46",412,550,1633,252.296387,FR,B,4,2,L,MNBA,Patreon,"street tire is ""Continental Sport Contact"" which seems about right but a little too grippy and ""MPS4"" is way too grippy",,,,,,,,,,
207,0,2018,BMW,M2 Competition (F87),,,,,,,,,Germany,"$74,045.46",377,497,1572,239.821883,FR,AT,,2,L,TGN,Patreon,,,,,,,,,,,
208,0,2020,BMW,M2 CS (F87),1:06.432,0,SM,0:59.853,3,,,,Germany,"$96,899.77",445,561,1595,278.9968652,FR,B,3,2,L,MNBA,Patreon,"seems extremely under-tired on ""street"" tires and severely over-tired on ""semislicks"" which is in combination w optimistic whp/wtq ",,,,,,,,,,
209,0,2023,BMW,M2 (G87),,,,,,,,,Germany,"$62,200.00",416,552,1725,241.1594203,FR,B,,2,L,Ceky Performance,Patreon,,,,,,,,,,,
210,0,1986,BMW,M3 (E30),1:09.48,0,,,,,,,Germany,"$88,833.38",167,197,1237,135.004042,FR,MT,,2,L,BMW,irl,,,,,,,,,,,
211,0,1986,BMW,M3 Sport Evo (E30),,,,,,,,,Germany,"$88,833.38",200,204,1200,166.6666667,FR,MT,,2,L,Opperslang (Kunos Update),link,,,,,,,,,,,
212,0,1986,BMW,M3 Sport Evo (E30),1:11.718,0,ST,1:09.878,0,SM,1:08.768,1,Germany,"$88,833.38",209,211,1200,174.1666667,FR,MT,4,2,L,Kunos,AC,,,,,,,,,,,
213,0,1995,BMW,M3 US (E36),1:08.708,0,,,,,,,Germany (USDM),"$65,188.51",258,309,1460,176.7123288,FR,MT,3.5,2,L,MNBA,Patreon,usdm m3 has the faster time because US 5 speed has gear ratios better suited to tsukuba + tested after euro m3 + too much power for us spec car,,,,,,,,,,
214,16,1995,BMW,M3 (E36),1:08.46,0,,,,,,,Germany,"$83,761.77",262,310,1462,179.2065663,FR,MT,,2,L,BMW,irl,,,,,,,,,,,
215,16,1995,BMW,M3 (E36),1:10.895,0,SM,1:08.705,0,,,,Germany,"$83,761.77",278,310,1440,193.0555556,FR,MT,4,2,L,Jandrovi,Youtube,feels like a real car with weight,,,,,,,,,,
216,16,1995,BMW,M3 (E36),1:08.900,0,,,,,,,Germany,"$83,761.77",276,318,1460,189.0410959,FR,MT,3.5,2,L,MNBA,Patreon,,,,,,,,,,,
217,17,2002,BMW,M3 (E46),1:07.11,0,,,,,,,Germany,"$84,249.23",285,323,1530,186.2745098,FR,MT,,2,L,BMW,irl,,,,,,,,,,,
218,17,2003,BMW,M3 (E46),1:06.617,0,,,,,,,Germany,"$84,249.23",288,322,1470,195.9183673,FR,MT,4.5,2,L,Mushrooms,link,"very good respresentation of an m3, fun to drive, but ar little light",,,,,,,,,,
219,17,2001,BMW,M3 SMG II (E46),1:06.882,0,,,,,,,Germany,"$84,249.23",322,343,1520,211.8421053,FR,AT,4.5,2,L,Jandrovi,Youtube,"echoing sentiments from mushrooms m3, smg managed to annoy me in the virtual world too, a testament to the smg's ability to be insufferable",,,,,,,,,,
220,0,2003,BMW,M3 CSL (E46),1:06.88,0,,,,,,,Germany,"$156,235.54",306,311,1385,220.9386282,FR,AT,,2,L,BMW,irl,,,,,,,,,,,
221,18,2007,BMW,M3 (E90),1:06.154,0,,,,,,,Germany,"$73,752.93",351,344,1658,211.7008444,FR,MT,,4,R,BMW,irl,,,,,,,,,,,
222,18,2007,BMW,M3 (E90),1:06.632,0,MPS,1:04.930,1,,,,Germany,"$73,752.93",379,368,1530,247.7124183,FR,MT,4,4,L,MNBA,Patreon,too much power but within the realms of possibility of unicorn engine + conditions,,,,,,,,,,
223,19,2007,BMW,M3 (E92),1:05.33,0,,,,,,,Germany,"$77,888.61",351,344,1627,215.7344806,FR,MT,,2,R,BMW,irl,,,,,,,,,,,
224,19,2008,BMW,M3 (E92),1:08.237,0,SM,1:04.917,0,,,,Germany,"$77,888.61",367,358,1550,236.7741935,FR,B,3.5,2,L,TGN,Patreon,grip levels seem unrealistic,,,,,,,,,,
225,19,2015,BMW,M3 (E92),1:07.564,0,SM,1:04.592,1,,,,Germany,"$77,888.61",356,348,1605,221.8068536,FR,AT,3,2,L,Kunos,AC,sound is lacking,,,,,,,,,,
226,19,2013,BMW,M3 (E92),1:06.357,0,,,,,,,Germany,"$77,888.61",414,400,1680,246.4285714,FR,B,4,2,,MNBA,Patreon,time could be a little faster but grip levels felt much more realistic for both street and semislick tires too much power/ttq,,,,,,,,,,
227,0,2010,BMW,M3 GTS (E92),,,,,,,,,Germany,"$179,843.17",437,388,1528,285.9947644,FR,AT,,2,L,Mike Y,link,,,,,,,,,,,
228,20,2014,BMW,M3 (F80),1:04.40,0,,,,,,,Germany,"$78,798.75",379,512,1604,236.2842893,FR,AT,,4,R,BMW,irl,,,,,,,,,,,
229,20,2018,BMW,M3 (F80),1:04.260,0,SM,1:04.020,0,,,,Germany,"$78,798.75",369,484,1636,225.5501222,FR,AT,3.5,4,L,MNBA,Patreon,mnba f80s seem too fast,,,,,,,,,,
230,0,2018,BMW,M3 Competition (F80),1:03.443,1,SM,1:02.933,2,,,,Germany,"$85,632.79",388,506,1632,237.745098,FR,B,3.5,4,L,MNBA,Patreon,^,,,,,,,,,,
231,0,2018,BMW,M3 CS (F80),1:04.293,0,SM,1:02.670,2,,,,Germany,"$117,249.97",394,514,1585,248.5804416,FR,AT,3.5,4,L,MNBA,Patreon,^,,,,,,,,,,
232,0,2021,BMW,M3 Competition (G80),1:00.693,3,MPSC2R,0:59.330,3,,,,Germany,"$80,800.00",497,660,1855,267.9245283,F4,AT,3,4,L,MNBA,Patreon,mnba g80 sending around 10-15 hp and 70 nm too much to the wheels --> way too fast and is way too grippy,,,,,,,,,,
233,0,2021,BMW,M3 Competition (G80),1:03.963,0,MPSC2R,1:01.556,2,,,,Germany,"$80,800.00",449,587,1855,242.0485175,F4,AT,4,4,L,TGN,Patreon,"1:01.556 on Cup 2 R's, tgn g80 seems more right and natural at the limit;  Cup 2 R's overheat but that makes sense because this m5 in m3 drag weighs about as much as 2 moons",,,,,,,,,,
234,0,2023,BMW,M3 CS (G80),,,,,,,,,Germany,"$119,695.00",497,660,1760,282.3863636,F4,AT,,4,L,Ceky Performance,Patreon,,,,,,,,,,,
235,21,2014,BMW,M4 (F82),1:04.808,0,,,,,,,Germany,"$81,585.04",379,512,1600,236.875,FR,AT,,2,R,BMW,irl,,,,,,,,,,,
236,21,2014,BMW,M4 (F82),1:03.893,1,SM,1:03.357,2,,,,Germany,"$81,585.04",371,487,1647,225.2580449,FR,AT,3,2,L,MNBA,Patreon,too much grip,,,,,,,,,,
237,21,2015,BMW,M4 (F82),1:06.873,0,SM,1:05.325,0,,,,Germany,"$81,585.04",373,495,1572,237.2773537,FR,AT,3,2,L,Kunos,AC,,,,,,,,,,,
238,0,2016,BMW,M4 GTS (F82),1:02.478,0,MPS4S,1:02.013,1,,,,Germany,"$165,960.30",444,588,1600,277.5,FR,AT,3.5,2,L,Tony Cooke,FB,,,,,,,,,,,
239,0,2018,BMW,M4 Competition (F82),,,,,,,,,Germany,"$92,533.38",388,506,1515,256.1056106,FR,AT,,2,L,MNBA,Patreon,,,,,,,,,,,
240,0,2018,BMW,M4 CS (F82),1:03.542,1,MPS4S,1:02.694,1,,,,Germany,"$122,979.85",444,588,1585,280.126183,FR,AT,3.5,2,L,Tony Cooke,FB,,,,,,,,,,,
241,0,2019,BMW,M4 CS (F82),,,,,,,,,Germany,"$122,979.85",400,523,1580,253.164557,FR,AT,,2,L,MNBA,Patreon,,,,,,,,,,,
242,0,2021,BMW,M4 (G82),1:03.265,1,MPSC2,0:59.732,3,,,,Germany,"$74,700.00",482,629,1572,306.6157761,FR,MT,3,2,L,MNBA,Patreon,way too fast + mnba g82 too light (csl???)+ makes comp level of power,,,,,,,,,,
243,0,2021,BMW,M4 Competition (G82),1:02.965,1,MPSC2,0:59.001,3,,,,Germany,"$78,600.00",482,629,1572,306.6157761,FR,AT,3,2,L,MNBA,Patreon,mnba g82 too light (csl???) + comp same power + weight as base,,,,,,,,,,
244,0,2021,BMW,M4 Competition (G82),,,,,,,,,Germany,"$78,600.00",455,495,1475,308.4745763,F4,AT,,2,L,TGN,Patreon,way too light,,,,,,,,,,
245,0,2023,BMW,M4 CSL (G82),,,,,,,,,Germany,"$139,900.00",482,629,1540,312.987013,FR,AT,,2,L,Ceky Performance,Patreon,power too low ?,,,,,,,,,,
246,0,1985,BMW,M5 (E28),,,,,,,,,Germany,"$116,665.87",248,295,1430,173.4265734,FR,MT,,4,L,Binary Motors (Jerry Wei),,,,,,,,,,,,
247,22,1992,BMW,M5 (E34),1:09.81,0,,,,,,,Germany,"$127,374.65",269,316,1720,156.3953488,FR,MT,,4,L,BMW,irl,,,,,,,,,,,
248,22,1992,BMW,M5 (E34),1:09.750,0,,,,,,,Germany,"$127,374.65",267,309,1458,183.127572,FR,MT,3.5,4,L,Redlex,link,,,,,,,,,,,
249,22,1994,BMW,M5 (E34),1:10.958,0,ST,1:09.464,0,SM,1:07.286,3,Germany,"$127,374.65",241,295,1650,146.0606061,FR,MT,3.5,4,L,RemcoJZA80 et al.,,example of tires make all the difference,,,,,,,,,,
250,0,1994,BMW,M5 3.8 (E34),,,,,,,,,Germany,"$127,375.65",285,358,1650,172.7272727,FR,MT,,,L,RemcoJZA80 et al.,,,,,,,,,,,,
251,23,1998,BMW,M5 (E39),1:14.190,-1,,,,,,,Germany,"$119,619.48",342,433,1800,190,FR,MT,,4,L,BMW,irl,,,,,,,,,,,
252,23,2000,BMW,M5 (E39),1:08.525,0,SM,1:06.217,2,,,,Germany,"$119,619.48",393,500,1720,228.4883721,FR,MT,3.5,4,L,Pclipse,link,too much power,,,,,,,,,,
253,24,2005,BMW,M5 (E60),1:06.56,0,,,,,,,Germany,"$127,932.20",439,446,1878,233.7593184,FR,AT,,4,L,BMW,irl,,,,,,,,,,,
254,24,2006,BMW,M5 (E60),1:06.619,0,,,,,,,Germany,"$127,932.20",460,473,1830,251.3661202,FR,AT,4,4,L,Jandrovi,Youtube,,,,,,,,,,,
255,24,2007,BMW,M5 (E60),,,,,,,,,Germany,"$127,932.20",466,454,1830,254.6448087,FR,B,,4,L,Binary Motors,Patreon,,,,,,,,,,,
256,0,2012,BMW,M5 (F10),1:06.114,0,MPSC2,1:03.516,2,,,,Germany,"$117,898.94",480,622,1870,256.684492,FR,AT,3.5,4,L,VR Driving (Jerry Wei),Discord,,,,,,,,,,,
257,0,2014,BMW,M5 (F10 LCI),,,,,,,,,Germany,"$117,898.94",500,604,1945,257.0694087,FR,AT,,4,L,Fazani,link,,,,,,,,,,,
258,0,2019,BMW,M5 (F90),,,,,,,,,Germany,"$109,895.00",515,654,1780,289.3258427,FR,AT,,4,L,MNBA,Patreon,,,,,,,,,,,
259,0,2019,BMW,M5 Competition (F90),,,,,,,,,Germany,"$117,495.00",538,681,1790,300.5586592,FR,AT,,4,L,MNBA,Patreon,,,,,,,,,,,
260,0,2019,BMW,M5 Competition (F90),,,,,,,,,Germany,"$117,495.00",543,651,1885,288.0636605,FR,AT,,4,L,forceful,link,,,,,,,,,,,
261,0,2022,BMW,M5 CS (F90),1:02.703,0,SM,0:59.598,1,,,,Germany,"$157,725.36",575,728,1895,303.4300792,F4,AT,3.5,4,L,TGN,Patreon,,,,,,,,,,,
262,0,1984,BMW,M635i (E24),,,,,,,,,Germany,"$154,334.64",248,295,1505,164.7840532,FR,MT,,2,L,Binary Motors (Jerry Wei),link,,,,,,,,,,,
263,0,1999,BMW,850CSi (E31),,,,,,,,,Germany,"$198,105.18",373,550,1862,200.3222342,FR,MT,,2,L,PTT Mods,patreon,power little too high,,,,,,,,,,
264,25,2005,BMW,M6 (E63),1:07.43,0,,,,,,,Germany,"$146,924.38",439,446,1765,248.7252125,FR,AT,,2,L,BMW,irl,,,,,,,,,,,
265,25,2009,BMW,M6 (E63),1:07.099,1,SM,1:05.538,3,,,,Germany,"$146,924.38",500,520,1710,292.3976608,FR,AT,3,2,L,GiorgiK0,link,power too high,,,,,,,,,,
266,25,2010,BMW,M6 (E63),,,,,,,,,Germany,"$146,924.38",523,517,1859,281.3340506,FR,MT,,2,L,?,link,power too high,,,,,,,,,,
267,0,2012,BMW,M6 (F13),1:03.862,2,MPSC2,1:02.427,3,,,,Germany,"$139,226.10",480,622,1894,253.4318902,FR,AT,3.5,2,L,MNBA,Patreon,,,,,,,,,,,
1491,0,2016,BMW,M6 Gran coupe (F13),,,,,,,,,Germany,"$144,945.83",487,634,1850,263.2432432,FR,AT,,2,L,Fazani,patreon,,,,,,,,,,,
268,0,2020,BMW,M8 Gran Coupe,,,,,,,,,Germany,"$134,100.00",617,737,1955,315.601023,FR,AT,,4,L,MoulagaZzZ,link,,,,,,,,,,,
269,0,2020,BMW,M8 Competition,,,,,,,,,Germany,"$134,100.00",520,658,1885,275.862069,F4,AT,,2,L,Binary Motors,Patreon,,,,,,,,,,,
270,0,2020,BMW,M8 Competition,1:02.143,2,,,,,,,Germany,"$134,100.00",606,718,1885,321.4854111,F4,AT,3.5,2,L,Jandrovi,Youtube,,,,,,,,,,,
271,0,2013,BMW,X1 sDrive20d (E84),,,,,,,,,Germany,"$49,805.34",157,364,1745,89.9713467,FR,AT,,5,L,Just Kauser,Youtube,,,,,,,,,,,
272,0,2020,BMW,X3 M (F97),,,,,,,,,Germany,"$74,400.00",465,651,2235,208.0536913,F4,AT,,5,L,UK Street Mods,link,,,,,,,,,,,
273,0,2022,BMW,X3 M Competition (F97),,,,,,,,,Germany,"$79,900.00",496,603,2015,246.1538462,F4,AT,,5,L,TGN,Patreon,very optimistic power,,,,,,,,,,
274,0,2004,BMW,X5 4.8is (E53),,1,,,,,,,Germany,"$116,492.22",355,498,2277,155.906895,F4,AT,,5,L,DJP,link,,,,,,,,,,,
1492,0,2010,BMW,X5 M (E70),,,,,,,,,Germany,"$115,925.03",506,630,2300,220,F4,AT,,5,L,MNBA,Patreon,,,,,,,,,,,
275,0,2013,BMW,X5 M (E70),,1,,,,,,,Germany,"$117,621.90",533,743,2190,243.3789954,F4,AT,,5,L,GiorgiK0,link,optimistic power and weight,,,,,,,,,,
